Entity,Week_Num,Week_Start,Week_End,Total_Net,Total_Inflow,Total_Outflow,Outflow_Abs,Transaction_Count,Inflow_Count,Outflow_Count,Avg_Transaction,Avg_Inflow,Avg_Outflow,Max_Transaction,Min_Transaction,Cat_AP_Net,Cat_AP_Count,Cat_Payroll_Net,Cat_Payroll_Count,Cat_Bank_charges_Net,Cat_Bank_charges_Count,Cat_Custom_and_Duty_Net,Cat_Custom_and_Duty_Count,Cat_Other_receipt_Net,Cat_Other_receipt_Count,Cat_AR_Net,Cat_AR_Count,Cat_Non_Netting_AP_Net,Cat_Non_Netting_AP_Count,Cat_Loan_payment_Net,Cat_Loan_payment_Count,Cat_Tax_payable_Net,Cat_Tax_payable_Count,Cat_Statutory_contribution_Net,Cat_Statutory_contribution_Count,Cat_Interest_income_Net,Cat_Interest_income_Count,Cat_Other_Net,Cat_Other_Count,Cat_Interest_charges_Net,Cat_Interest_charges_Count,Cat_Loan_payment_and_interest_charges_Net,Cat_Loan_payment_and_interest_charges_Count,Cat_Loan_receipt_Net,Cat_Loan_receipt_Count,Cat_Dividend_payout_Net,Cat_Dividend_payout_Count,Cat_Netting_AP_Net,Cat_Netting_AP_Count,Cat_Netting_AR_Net,Cat_Netting_AR_Count,Cat_Non_Netting_AR_Net,Cat_Non_Netting_AR_Count,PK40_Amount,PK50_Amount,PK40_Count,PK50_Count,Month,Week_of_Month,Is_Month_End,Quarter,Net_Lag1,Inflow_Lag1,Outflow_Lag1,Net_Lag2,Inflow_Lag2,Outflow_Lag2,Net_Lag4,Inflow_Lag4,Outflow_Lag4,Net_Rolling4_Mean,Net_Rolling4_Std,Cumulative_Net,Cat_AP_Lag1,Cat_AP_Rolling4_Mean,Cat_Payroll_Lag1,Cat_Payroll_Rolling4_Mean,Cat_Bank_charges_Lag1,Cat_Bank_charges_Rolling4_Mean,Cat_Custom_and_Duty_Lag1,Cat_Custom_and_Duty_Rolling4_Mean,Cat_Other_receipt_Lag1,Cat_Other_receipt_Rolling4_Mean,Cat_AR_Lag1,Cat_AR_Rolling4_Mean,Cat_Nonting_AP_Lag1,Cat_Nonting_AP_Rolling4_Mean,Cat_Loan_payment_Lag1,Cat_Loan_payment_Rolling4_Mean,Cat_Tax_payable_Lag1,Cat_Tax_payable_Rolling4_Mean,Cat_Statutory_contribution_Lag1,Cat_Statutory_contribution_Rolling4_Mean,Cat_Interest_income_Lag1,Cat_Interest_income_Rolling4_Mean,Cat_Other_Lag1,Cat_Other_Rolling4_Mean,Cat_Interest_charges_Lag1,Cat_Interest_charges_Rolling4_Mean,Cat_Loan_payment_and_interest_charges_Lag1,Cat_Loan_payment_and_interest_charges_Rolling4_Mean,Cat_Loan_receipt_Lag1,Cat_Loan_receipt_Rolling4_Mean,Cat_Dividend_payout_Lag1,Cat_Dividend_payout_Rolling4_Mean,Cat_Netting_AP_Lag1,Cat_Netting_AP_Rolling4_Mean,Cat_Netting_AR_Lag1,Cat_Netting_AR_Rolling4_Mean,Cat_Nonting_AR_Lag1,Cat_Nonting_AR_Rolling4_Mean,AP_Ratio,Payroll_Ratio,Bank_charges_Ratio,Custom_and_Duty_Ratio,Other_receipt_Ratio,AR_Ratio,Nonting_AP_Ratio,Loan_payment_Ratio,Tax_payable_Ratio,Statutory_contribution_Ratio,Interest_income_Ratio,Other_Ratio,Interest_charges_Ratio,Loan_payment_and_interest_charges_Ratio,Loan_receipt_Ratio,Dividend_payout_Ratio,Netting_AP_Ratio,Netting_AR_Ratio,Nonting_AR_Ratio,AP_AR_Ratio,Inflow_Concentration
VN20,1,2025-01-01,2025-01-07,-33906.490889999994,887.0003800000001,-34793.491270000006,34793.491270000006,512,4,508,-66.22361501953124,221.75009500000002,-68.49112454724411,839.58,-5760.59,-34778.30057,255,0.0,0,-15.190699999999998,253,0.0,0,887.0003800000001,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,887.0003800000001,-34793.491270000006,4,508,1,1,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33906.490889999994,0.0,-33906.490889999994,0.0,-34778.30057,0.0,0.0,0.0,-15.190699999999998,0.0,0.0,0.0,887.0003800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747147239771847,0.0,0.00042574245189808075,0.0,0.024859533570917035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34778.30057,1.0
VN20,2,2025-01-08,2025-01-14,142940.48303999996,367319.72578,-224379.24274,224379.24274,361,20,341,395.95701673130185,18365.986289,-658.003644398827,141533.99,-91770.32,-132591.51200999998,170,-91770.32,1,-17.41073,170,0.0,0,57.56141,11,367262.16437,9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,367319.72578,-224379.24274,20,341,1,2,False,1,-33906.490889999994,887.0003800000001,-34793.491270000006,0.0,0.0,0.0,0.0,0.0,0.0,54516.99607499999,125049.69449822356,109033.99214999998,-34778.30057,-83684.90628999998,0.0,-45885.16,-15.190699999999998,-16.300715,0.0,0.0,887.0003800000001,472.28089500000004,0.0,183631.082185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22408609624865056,0.15509629876412076,2.9424979468105158e-05,0.0,9.728157908400067e-05,0.6206908984286765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3610268763662244,0.9996866359974141
VN20,3,2025-01-15,2025-01-21,311822.90898999997,409521.75642,-97698.84743,97698.84743,572,6,566,545.1449457867133,68253.62607,-172.6128046466431,297962.35,-20794.04,-97675.62315,284,0.0,0,-23.22428,282,0.0,0,35.09642,4,409486.66,2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,409521.75642,-97698.84743,6,566,1,3,False,1,142940.48303999996,367319.72578,-224379.24274,-33906.490889999994,887.0003800000001,-34793.491270000006,0.0,0.0,0.0,140285.6337133333,172879.9891660591,420856.90114,-132591.51200999998,-88348.47857666666,-91770.32,-30590.10666666667,-17.41073,-18.60857,0.0,0.0,57.56141,326.5527366666667,367262.16437,258916.27479000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1925702986207665,0.0,4.578733557690433e-05,0.0,6.919360083877634e-05,0.8073147204428178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23853188074551684,0.9998286127090834
VN20,4,2025-01-22,2025-01-28,-16820.61457,14.82888,-16835.443450000002,16835.443450000002,193,1,192,-87.15344336787565,14.82888,-87.68460130208335,14.82888,-5553.2,-16826.80795,96,0.0,0,-8.6355,96,0.0,0,14.82888,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,14.82888,-16835.443450000002,1,192,1,4,True,1,311822.90898999997,409521.75642,-97698.84743,142940.48303999996,367319.72578,-224379.24274,0.0,0.0,0.0,101009.07164249998,161541.28599768924,404036.28656999994,-97675.62315,-70468.06091999999,0.0,-22942.58,-23.22428,-16.1153025,0.0,0.0,35.09642,248.62177250000002,409486.66,194187.2060925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986074776988483,0.0,0.0005124842988220118,0.0,0.0008800380023294257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16826.80795,1.0
VN20,5,2025-01-29,2025-02-04,-993605.4013300003,1100268.16088,-2093873.56221,2093873.56221,171,11,160,-5810.557902514622,100024.37826181819,-13086.7097638125,710116.2,-1725721.12,-99530.52683,77,0.0,0,-28.55538000000001,79,0.0,0,126.83088,6,202426.66,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,187598.47,1,0.0,0,-1994314.48,4,710116.2,1,0.0,0,1100268.16088,-2093873.56221,11,160,1,5,True,1,-16820.61457,14.82888,-16835.443450000002,311822.90898999997,409521.75642,-97698.84743,-33906.490889999994,887.0003800000001,-34793.491270000006,-138915.65596750006,585380.1889933966,-589569.1147600003,-16826.80795,-86656.117485,0.0,-22942.58,-8.6355,-19.456472500000004,0.0,0.0,14.82888,58.5793975,0.0,244793.8710925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46899.6175,0.0,0.0,0.0,-498578.62,0.0,177529.05,0.0,0.0,0.03116033521947629,0.0,8.939922669547565e-06,0.0,3.970734269026244e-05,0.06337435140610269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05873204330411425,0.0,0.6243663096046684,0.22231831320027853,0.0,0.49168685009178137,0.4794643602055604
VN20,6,2025-02-05,2025-02-11,187142.28837000002,215922.54551,-28780.25714,28780.25714,184,8,175,1017.0776541847828,26990.31818875,-164.45861222857144,105913.48,-4260.1,-28769.221759999997,89,0.0,0,-11.035379999999998,87,0.0,0,564.5155099999998,5,215358.03,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,215922.54551,-28780.257139999994,8,176,2,1,False,1,-993605.4013300003,1100268.16088,-2093873.56221,-16820.61457,14.82888,-16835.443450000002,142940.48303999996,367319.72578,-224379.24274,-127865.20463500005,592844.090541127,-402426.82639000023,-99530.52683,-60700.5449225,0.0,0.0,-28.55538000000001,-17.862635,0.0,0.0,126.83088,185.31792249999995,202426.66,206817.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187598.47,46899.6175,0.0,0.0,-1994314.48,-498578.62,710116.2,177529.05,0.0,0.0,0.117568010862339,0.0,4.509707236898293e-05,0.0,0.002306943377381051,0.880079948687911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13358787578062448,0.994784800082523
VN20,7,2025-02-12,2025-02-18,493919.29792000004,528256.6034199999,-34337.305499999995,34337.305499999995,414,10,404,1193.041782415459,52825.660341999996,-84.99333044554454,203838.58,-4192.2,-34326.41587,204,0.0,0,-10.88963,200,0.0,0,39.303419999999996,6,528217.3,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,528256.6034199999,-34337.305499999995,10,404,2,2,False,1,187142.28837000002,215922.54551,-28780.25714,-993605.4013300003,1100268.16088,-2093873.56221,311822.90898999997,409521.75642,-97698.84743,-82341.10740250006,642752.6490825039,91492.4715299998,-28769.221759999997,-44863.2431025,0.0,0.0,-11.035379999999998,-14.778972500000002,0.0,0.0,564.5155099999998,186.36967249999995,215358.03,236500.4975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46899.6175,0.0,0.0,0.0,-498578.62,0.0,177529.05,0.0,0.0,0.06101455299417606,0.0,1.9356110735191926e-05,0.0,6.986108341530033e-05,0.9388962298116736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649854063280396,0.9998512067980327
VN20,8,2025-02-19,2025-02-25,-934187.24195,265249.14741000003,-1199436.38936,1199436.38936,292,29,263,-3199.2713765410963,9146.52232448276,-4560.59463634981,115965.24,-732663.15,-111096.43100000001,127,-151149.26,2,-23.32836,129,0.0,0,78.24916999999999,3,57736.4,2,0.0,0,-937167.37,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,128074.15824,23,0.0,0,0.0,0,79360.34,1,0.0,0,265249.14741000003,-1199436.38936,29,263,2,3,False,1,493919.29792000004,528256.6034199999,-34337.305499999995,187142.28837000002,215922.54551,-28780.25714,-16820.61457,14.82888,-16835.443450000002,-311682.76424750005,763839.2988520979,-842694.7704200002,-34326.41587,-68430.64886500001,0.0,-37787.315,-10.88963,-18.4521875,0.0,0.0,39.303419999999996,202.22474499999996,528217.3,250934.5975,0.0,0.0,0.0,-234291.8425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78918.15706,0.0,0.0,0.0,-498578.62,0.0,197369.13499999998,0.0,0.0,0.07585002255500904,0.103195707341606,1.5927214008984415e-05,0.0,5.342387019985129e-05,0.039418973254370555,0.0,0.6398420319399684,0.0,0.0,0.0,0.0,0.0,0.0,0.08744140296656151,0.0,0.0,0.05418251085827577,0.0,1.9242008680832197,0.37003440742584537
VN20,9,2025-02-26,2025-03-04,-135173.7568399998,1660598.0777599998,-1795771.8346,1795771.8346,259,9,250,-521.9063970656364,184510.89752888886,-7183.0873384,1060635.96,-1037655.48,-41383.433970000006,123,0.0,0,-10.08063,124,0.0,0,200.09776,6,599762.02,2,0.0,0,-1754378.3199999998,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1060635.96,1,0.0,0,1660598.0777599998,-1795771.8346,9,250,2,4,True,1,-934187.24195,265249.14741000003,-1199436.38936,493919.29792000004,528256.6034199999,-34337.305499999995,-993605.4013300003,1100268.16088,-2093873.56221,-97074.85312499997,614345.7626010432,-977868.5272600001,-111096.43100000001,-53893.87565,-151149.26,-37787.315,-23.32836,-13.833499999999999,0.0,0.0,78.24916999999999,220.54146499999996,57736.4,350268.4375,0.0,0.0,-937167.37,-672886.4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128074.15824,32018.53956,0.0,0.0,0.0,0.0,79360.34,284999.07499999995,0.0,0.0,0.011973091717415025,0.0,2.9165367873246454e-06,0.0,5.789246089790598e-05,0.17352367808064972,0.0,0.5075782871868929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3068641340173572,0.0,0.06899975755383778,0.5383923378329434
VN20,10,2025-03-05,2025-03-11,-26042.70394,1220.17494,-27262.87888,27262.87888,236,5,231,-110.35044042372881,244.03498800000003,-118.0211206926407,1216.22,-3473.76,-27249.83615,115,0.0,0,-13.042729999999999,116,0.0,0,1220.17494,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1220.17494,-27262.87888,5,231,3,1,False,1,-135173.7568399998,1660598.0777599998,-1795771.8346,-934187.24195,265249.14741000003,-1199436.38936,187142.28837000002,215922.54551,-28780.25714,-150371.10120249997,590244.6867018428,-1003911.2312000002,-41383.433970000006,-53514.02924750001,0.0,-37787.315,-10.08063,-14.3353375,0.0,0.0,200.09776,384.45632250000006,599762.02,296428.93,0.0,0.0,-1754378.3199999998,-672886.4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32018.53956,0.0,0.0,0.0,0.0,1060635.96,284999.07499999995,0.0,0.0,0.956703460317374,0.0,0.0004579119248386828,0.0,0.04283862775778725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27249.83615,1.0
